task,depth,width,params_mantissa,params_power10,repeat_count
simulation,3,15,7.2,2,5
simulation,3,13,5.7,2,5
simulation,3,12,5.0,2,5
simulation,3,10,3.8,2,5
simulation,3,9,3.2,2,5
simulation,3,6,1.8,2,5
simulation,3,4,1.1,2,5
simulation,3,3,7.3,1,5
simulation,3,2,4.5,1,5
simulation,3,1,2.1,1,5
simulation,4,8576,2.2,8,5
simulation,4,8311,2.1,8,5
simulation,4,8038,1.9,8,5
simulation,4,7754,1.8,8,5
simulation,4,7460,1.7,8,5
simulation,4,7154,1.5,8,5
simulation,4,6834,1.4,8,5
simulation,4,6499,1.3,8,5
simulation,4,6145,1.1,8,5
simulation,4,5770,1.0,8,5
simulation,4,5474,9.0,7,5
simulation,4,5160,8.0,7,5
simulation,4,4827,7.0,7,5
simulation,4,4469,6.0,7,5
simulation,4,4079,5.0,7,5
simulation,4,3648,4.0,7,5
simulation,4,3159,3.0,7,5
simulation,4,2578,2.0,7,5
simulation,4,1822,1.0,7,5
simulation,4,1729,9.0,6,5
simulation,4,1629,8.0,6,5
simulation,4,1524,7.0,6,5
simulation,4,1411,6.0,6,5
simulation,4,1287,5.0,6,5
simulation,4,1151,4.0,6,5
simulation,4,997,3.0,6,5
simulation,4,813,2.0,6,5
simulation,4,574,1.0,6,5
simulation,4,544,9.0,5,5
simulation,4,513,8.0,5,5
simulation,4,480,7.0,5,5
simulation,4,444,6.0,5,5
simulation,4,405,5.0,5,5
simulation,4,362,4.0,5,5
simulation,4,313,3.0,5,5
simulation,4,255,2.0,5,5
simulation,4,179,1.0,5,5
simulation,4,170,9.0,4,5
simulation,4,160,8.0,4,5
simulation,4,149,7.0,4,5
simulation,4,138,6.0,4,5
simulation,4,126,5.0,4,5
simulation,4,112,4.0,4,5
simulation,4,97,3.0,4,5
simulation,4,78,2.0,4,5
simulation,4,54,9.9,3,5
simulation,4,51,8.9,3,5
simulation,4,48,7.9,3,5
simulation,4,45,7.0,3,5
simulation,4,41,5.9,3,5
simulation,4,37,4.9,3,5
simulation,4,33,4.0,3,5
simulation,4,28,2.9,3,5
simulation,4,23,2.1,3,5
simulation,4,15,9.9,2,5
simulation,4,14,8.8,2,5
simulation,4,13,7.8,2,5
simulation,4,12,6.8,2,5
simulation,4,11,6.0,2,5
simulation,4,10,5.1,2,5
simulation,4,9,4.3,2,5
simulation,4,7,3.0,2,5
simulation,4,5,1.8,2,5
simulation,4,3,9.1,1,5
simulation,4,2,5.5,1,5
simulation,4,1,2.5,1,5
simulation,5,7296,2.1,8,5
simulation,5,7078,2.0,8,5
simulation,5,6852,1.9,8,5
simulation,5,6619,1.8,8,5
simulation,5,6377,1.6,8,5
simulation,5,6126,1.5,8,5
simulation,5,5864,1.4,8,5
simulation,5,5590,1.3,8,5
simulation,5,5302,1.1,8,5
simulation,5,4997,1.0,8,5
simulation,5,4740,9.0,7,5
simulation,5,4469,8.0,7,5
simulation,5,4180,7.0,7,5
simulation,5,3870,6.0,7,5
simulation,5,3533,5.0,7,5
simulation,5,3159,4.0,7,5
simulation,5,2736,3.0,7,5
simulation,5,2233,2.0,7,5
simulation,5,1578,1.0,7,5
simulation,5,1497,9.0,6,5
simulation,5,1411,8.0,6,5
simulation,5,1320,7.0,6,5
simulation,5,1222,6.0,6,5
simulation,5,1115,5.0,6,5
simulation,5,997,4.0,6,5
simulation,5,863,3.0,6,5
simulation,5,704,2.0,6,5
simulation,5,497,1.0,6,5
simulation,5,471,9.0,5,5
simulation,5,444,8.0,5,5
simulation,5,415,7.0,5,5
simulation,5,384,6.0,5,5
simulation,5,351,5.0,5,5
simulation,5,313,4.0,5,5
simulation,5,271,3.0,5,5
simulation,5,221,2.0,5,5
simulation,5,155,1.0,5,5
simulation,5,147,9.0,4,5
simulation,5,138,7.9,4,5
simulation,5,129,7.0,4,5
simulation,5,120,6.0,4,5
simulation,5,109,5.0,4,5
simulation,5,97,4.0,4,5
simulation,5,84,3.0,4,5
simulation,5,68,2.0,4,5
simulation,5,47,1.0,4,5
simulation,5,45,9.2,3,5
simulation,5,42,8.1,3,5
simulation,5,39,7.0,3,5
simulation,5,36,6.0,3,5
simulation,5,32,4.9,3,5
simulation,5,29,4.1,3,5
simulation,5,25,3.1,3,5
simulation,5,20,2.1,3,5
simulation,5,13,9.9,2,5
simulation,5,12,8.7,2,5
simulation,5,11,7.5,2,5
simulation,5,10,6.4,2,5
simulation,5,9,5.4,2,5
simulation,5,7,3.6,2,5
simulation,5,6,2.9,2,5
simulation,5,5,2.2,2,5
simulation,5,3,1.1,2,5
simulation,5,2,6.5,1,5
simulation,5,1,2.9,1,5
simulation,6,6400,2.0,8,5
simulation,6,6215,1.9,8,5
simulation,6,6025,1.8,8,5
simulation,6,5828,1.7,8,5
simulation,6,5624,1.6,8,5
simulation,6,5413,1.5,8,5
simulation,6,5193,1.3,8,5
simulation,6,4964,1.2,8,5
simulation,6,4723,1.1,8,5
simulation,6,4469,1.0,8,5
simulation,6,4240,9.0,7,5
simulation,6,3997,8.0,7,5
simulation,6,3739,7.0,7,5
simulation,6,3461,6.0,7,5
simulation,6,3160,5.0,7,5
simulation,6,2826,4.0,7,5
simulation,6,2447,3.0,7,5
simulation,6,1997,2.0,7,5
simulation,6,1412,1.0,7,5
simulation,6,1339,9.0,6,5
simulation,6,1262,8.0,6,5
simulation,6,1181,7.0,6,5
simulation,6,1093,6.0,6,5
simulation,6,997,5.0,6,5
simulation,6,892,4.0,6,5
simulation,6,772,3.0,6,5
simulation,6,630,2.0,6,5
simulation,6,445,1.0,6,5
simulation,6,422,9.0,5,5
simulation,6,397,8.0,5,5
simulation,6,371,7.0,5,5
simulation,6,344,6.0,5,5
simulation,6,314,5.0,5,5
simulation,6,280,4.0,5,5
simulation,6,242,3.0,5,5
simulation,6,197,2.0,5,5
simulation,6,139,1.0,5,5
simulation,6,131,8.9,4,5
simulation,6,124,8.0,4,5
simulation,6,116,7.0,4,5
simulation,6,107,6.0,4,5
simulation,6,97,5.0,4,5
simulation,6,87,4.0,4,5
simulation,6,75,3.0,4,5
simulation,6,61,2.0,4,5
simulation,6,42,1.0,4,5
simulation,6,40,9.1,3,5
simulation,6,37,7.8,3,5
simulation,6,35,7.1,3,5
simulation,6,32,6.0,3,5
simulation,6,29,5.0,3,5
simulation,6,26,4.1,3,5
simulation,6,22,3.0,3,5
simulation,6,17,1.9,3,5
simulation,6,12,1.0,3,5
simulation,6,11,9.0,2,5
simulation,6,10,7.7,2,5
simulation,6,9,6.5,2,5
simulation,6,8,5.4,2,5
simulation,6,7,4.3,2,5
simulation,6,5,2.6,2,5
simulation,6,4,1.9,2,5
simulation,6,2,7.5,1,5
simulation,6,1,3.3,1,5
simulation,7,5760,2.0,8,5
simulation,7,5598,1.9,8,5
simulation,7,5432,1.8,8,5
simulation,7,5260,1.7,8,5
simulation,7,5082,1.6,8,5
simulation,7,4898,1.4,8,5
simulation,7,4707,1.3,8,5
simulation,7,4508,1.2,8,5
simulation,7,4299,1.1,8,5
simulation,7,4080,1.0,8,5
simulation,7,3870,9.0,7,5
simulation,7,3649,8.0,7,5
simulation,7,3413,7.0,7,5
simulation,7,3160,6.0,7,5
simulation,7,2884,5.0,7,5
simulation,7,2579,4.0,7,5
simulation,7,2234,3.0,7,5
simulation,7,1823,2.0,7,5
simulation,7,1288,1.0,7,5
simulation,7,1222,9.0,6,5
simulation,7,1152,8.0,6,5
simulation,7,1078,7.0,6,5
simulation,7,998,6.0,6,5
simulation,7,910,5.0,6,5
simulation,7,814,4.0,6,5
simulation,7,705,3.0,6,5
simulation,7,575,2.0,6,5
simulation,7,406,1.0,6,5
simulation,7,385,9.0,5,5
simulation,7,363,8.0,5,5
simulation,7,339,7.0,5,5
simulation,7,314,6.0,5,5
simulation,7,286,5.0,5,5
simulation,7,256,4.0,5,5
simulation,7,221,3.0,5,5
simulation,7,180,2.0,5,5
simulation,7,127,1.0,5,5
simulation,7,120,9.0,4,5
simulation,7,113,8.0,4,5
simulation,7,106,7.1,4,5
simulation,7,98,6.1,4,5
simulation,7,89,5.0,4,5
simulation,7,79,4.0,4,5
simulation,7,68,3.0,4,5
simulation,7,55,2.0,4,5
simulation,7,38,9.8,3,5
simulation,7,36,8.9,3,5
simulation,7,34,8.0,3,5
simulation,7,32,7.1,3,5
simulation,7,29,5.9,3,5
simulation,7,26,4.8,3,5
simulation,7,23,3.9,3,5
simulation,7,20,3.0,3,5
simulation,7,16,2.0,3,5
simulation,7,11,1.1,3,5
simulation,7,10,9.0,2,5
simulation,7,9,7.6,2,5
simulation,7,8,6.2,2,5
simulation,7,7,5.0,2,5
simulation,7,6,4.0,2,5
simulation,7,5,3.0,2,5
simulation,7,4,2.2,2,5
simulation,7,2,8.5,1,5
simulation,7,1,3.7,1,5
simulation,8,5248,1.9,8,5
simulation,8,5106,1.8,8,5
simulation,8,4959,1.7,8,5
simulation,8,4808,1.6,8,5
simulation,8,4652,1.5,8,5
simulation,8,4491,1.4,8,5
simulation,8,4323,1.3,8,5
simulation,8,4149,1.2,8,5
simulation,8,3968,1.1,8,5
simulation,8,3777,1.0,8,5
simulation,8,3583,9.0,7,5
simulation,8,3378,8.0,7,5
simulation,8,3160,7.0,7,5
simulation,8,2925,6.0,7,5
simulation,8,2670,5.0,7,5
simulation,8,2388,4.0,7,5
simulation,8,2068,3.0,7,5
simulation,8,1688,2.0,7,5
simulation,8,1193,1.0,7,5
simulation,8,1132,9.0,6,5
simulation,8,1067,8.0,6,5
simulation,8,998,7.0,6,5
simulation,8,923,6.0,6,5
simulation,8,843,5.0,6,5
simulation,8,754,4.0,6,5
simulation,8,652,3.0,6,5
simulation,8,532,2.0,6,5
simulation,8,376,1.0,6,5
simulation,8,356,9.0,5,5
simulation,8,336,8.0,5,5
simulation,8,314,7.0,5,5
simulation,8,290,6.0,5,5
simulation,8,265,5.0,5,5
simulation,8,237,4.0,5,5
simulation,8,205,3.0,5,5
simulation,8,167,2.0,5,5
simulation,8,117,1.0,5,5
simulation,8,111,9.0,4,5
simulation,8,105,8.1,4,5
simulation,8,98,7.0,4,5
simulation,8,90,6.0,4,5
simulation,8,82,5.0,4,5
simulation,8,73,4.0,4,5
simulation,8,63,3.0,4,5
simulation,8,51,2.0,4,5
simulation,8,36,1.0,4,5
simulation,8,34,9.2,3,5
simulation,8,32,8.2,3,5
simulation,8,29,6.8,3,5
simulation,8,27,6.0,3,5
simulation,8,24,4.8,3,5
simulation,8,22,4.1,3,5
simulation,8,18,2.9,3,5
simulation,8,15,2.1,3,5
simulation,8,10,1.0,3,5
simulation,8,9,8.7,2,5
simulation,8,8,7.1,2,5
simulation,8,7,5.8,2,5
simulation,8,6,4.5,2,5
simulation,8,5,3.4,2,5
simulation,8,3,1.6,2,5
simulation,8,2,9.5,1,5
simulation,8,1,4.1,1,5
simulation,9,4864,1.9,8,5
simulation,9,4735,1.8,8,5
simulation,9,4602,1.7,8,5
simulation,9,4465,1.6,8,5
simulation,9,4323,1.5,8,5
simulation,9,4177,1.4,8,5
simulation,9,4026,1.3,8,5
simulation,9,3869,1.2,8,5
simulation,9,3705,1.1,8,5
simulation,9,3533,1.0,8,5
simulation,9,3352,9.0,7,5
simulation,9,3160,8.0,7,5
simulation,9,2956,7.0,7,5
simulation,9,2736,6.0,7,5
simulation,9,2498,5.0,7,5
simulation,9,2234,4.0,7,5
simulation,9,1934,3.0,7,5
simulation,9,1579,2.0,7,5
simulation,9,1116,1.0,7,5
simulation,9,1058,9.0,6,5
simulation,9,998,8.0,6,5
simulation,9,933,7.0,6,5
simulation,9,864,6.0,6,5
simulation,9,788,5.0,6,5
simulation,9,705,4.0,6,5
simulation,9,610,3.0,6,5
simulation,9,498,2.0,6,5
simulation,9,351,1.0,6,5
simulation,9,333,9.0,5,5
simulation,9,314,8.0,5,5
simulation,9,294,7.0,5,5
simulation,9,272,6.0,5,5
simulation,9,248,5.0,5,5
simulation,9,221,4.0,5,5
simulation,9,191,3.0,5,5
simulation,9,156,2.0,5,5
simulation,9,110,1.0,5,5
simulation,9,104,9.0,4,5
simulation,9,98,8.0,4,5
simulation,9,91,7.0,4,5
simulation,9,84,5.9,4,5
simulation,9,77,5.0,4,5
simulation,9,68,3.9,4,5
simulation,9,59,3.0,4,5
simulation,9,48,2.0,4,5
simulation,9,33,9.9,3,5
simulation,9,31,8.8,3,5
simulation,9,29,7.8,3,5
simulation,9,27,6.8,3,5
simulation,9,25,5.9,3,5
simulation,9,23,5.1,3,5
simulation,9,20,3.9,3,5
simulation,9,17,2.9,3,5
simulation,9,14,2.1,3,5
simulation,9,9,9.7,2,5
simulation,9,8,8.0,2,5
simulation,9,7,6.5,2,5
simulation,9,6,5.0,2,5
simulation,9,5,3.8,2,5
simulation,9,4,2.7,2,5
simulation,9,3,1.8,2,5
simulation,9,2,1.1,2,5
simulation,9,1,4.5,1,5
simulation,10,4480,1.8,8,5
simulation,10,4367,1.7,8,5
simulation,10,4252,1.6,8,5
simulation,10,4133,1.5,8,5
simulation,10,4010,1.4,8,5
simulation,10,3884,1.4,8,5
simulation,10,3753,1.3,8,5
simulation,10,3618,1.2,8,5
simulation,10,3478,1.1,8,5
simulation,10,3331,1.0,8,5
simulation,10,3160,9.0,7,5
simulation,10,2979,8.0,7,5
simulation,10,2787,7.0,7,5
simulation,10,2580,6.0,7,5
simulation,10,2355,5.0,7,5
simulation,10,2106,4.0,7,5
simulation,10,1824,3.0,7,5
simulation,10,1489,2.0,7,5
simulation,10,1052,1.0,7,5
simulation,10,998,9.0,6,5
simulation,10,941,8.0,6,5
simulation,10,880,7.0,6,5
simulation,10,814,6.0,6,5
simulation,10,743,5.0,6,5
simulation,10,665,4.0,6,5
simulation,10,575,3.0,6,5
simulation,10,469,2.0,6,5
simulation,10,331,1.0,6,5
simulation,10,314,9.0,5,5
simulation,10,296,8.0,5,5
simulation,10,277,7.0,5,5
simulation,10,256,6.0,5,5
simulation,10,234,5.0,5,5
simulation,10,209,4.0,5,5
simulation,10,180,3.0,5,5
simulation,10,147,2.0,5,5
simulation,10,103,9.9,4,5
simulation,10,98,9.0,4,5
simulation,10,92,8.0,4,5
simulation,10,86,7.0,4,5
simulation,10,80,6.1,4,5
simulation,10,72,4.9,4,5
simulation,10,65,4.1,4,5
simulation,10,56,3.0,4,5
simulation,10,45,2.0,4,5
simulation,10,31,9.9,3,5
simulation,10,30,9.3,3,5
simulation,10,28,8.1,3,5
simulation,10,26,7.1,3,5
simulation,10,24,6.1,3,5
simulation,10,21,4.8,3,5
simulation,10,19,4.0,3,5
simulation,10,16,2.9,3,5
simulation,10,13,2.0,3,5
simulation,10,9,1.1,3,5
simulation,10,8,8.9,2,5
simulation,10,7,7.2,2,5
simulation,10,6,5.6,2,5
simulation,10,5,4.2,2,5
simulation,10,4,3.0,2,5
simulation,10,3,2.0,2,5
simulation,10,2,1.1,2,5
simulation,10,1,4.9,1,5
prediction,1,37568,4.5,5,5
prediction,1,34320,4.1,5,5
prediction,1,31071,3.7,5,5
prediction,1,27823,3.3,5,5
prediction,1,24575,2.9,5,5
prediction,1,21326,2.6,5,5
prediction,1,18078,2.2,5,5
prediction,1,14830,1.8,5,5
prediction,1,11582,1.4,5,5
prediction,1,8333,1.0,5,5
prediction,1,7500,9.0,4,5
prediction,1,6666,8.0,4,5
prediction,1,5833,7.0,4,5
prediction,1,5000,6.0,4,5
prediction,1,4167,5.0,4,5
prediction,1,3333,4.0,4,5
prediction,1,2500,3.0,4,5
prediction,1,1667,2.0,4,5
prediction,1,833,1.0,4,5
prediction,1,750,9.0,3,5
prediction,1,666,8.0,3,5
prediction,1,583,7.0,3,5
prediction,1,500,6.0,3,5
prediction,1,417,5.0,3,5
prediction,1,333,4.0,3,5
prediction,1,250,3.0,3,5
prediction,1,167,2.0,3,5
prediction,1,83,1.0,3,5
prediction,1,75,9.0,2,5
prediction,1,66,7.9,2,5
prediction,1,58,7.0,2,5
prediction,1,50,6.0,2,5
prediction,1,42,5.0,2,5
prediction,1,33,4.0,2,5
prediction,1,25,3.0,2,5
prediction,1,17,2.0,2,5
prediction,1,8,9.7,1,5
prediction,1,7,8.5,1,5
prediction,1,6,7.3,1,5
prediction,1,5,6.1,1,5
prediction,1,4,4.9,1,5
prediction,1,3,3.7,1,5
prediction,1,2,2.5,1,5
prediction,1,1,1.3,1,5
prediction,2,14272,2.0,8,5
prediction,2,13862,1.9,8,5
prediction,2,13439,1.8,8,5
prediction,2,13003,1.7,8,5
prediction,2,12551,1.6,8,5
prediction,2,12083,1.5,8,5
prediction,2,11596,1.3,8,5
prediction,2,11087,1.2,8,5
prediction,2,10554,1.1,8,5
prediction,2,9993,1.0,8,5
prediction,2,9479,9.0,7,5
prediction,2,8937,8.0,7,5
prediction,2,8359,7.0,7,5
prediction,2,7738,6.0,7,5
prediction,2,7064,5.0,7,5
prediction,2,6317,4.0,7,5
prediction,2,5470,3.0,7,5
prediction,2,4465,2.0,7,5
prediction,2,3155,1.0,7,5
prediction,2,2993,9.0,6,5
prediction,2,2821,8.0,6,5
prediction,2,2638,7.0,6,5
prediction,2,2442,6.0,6,5
prediction,2,2229,5.0,6,5
prediction,2,1993,4.0,6,5
prediction,2,1725,3.0,6,5
prediction,2,1407,2.0,6,5
prediction,2,993,1.0,6,5
prediction,2,941,9.0,5,5
prediction,2,887,8.0,5,5
prediction,2,829,7.0,5,5
prediction,2,767,6.0,5,5
prediction,2,700,5.0,5,5
prediction,2,625,4.0,5,5
prediction,2,540,3.0,5,5
prediction,2,440,2.0,5,5
prediction,2,309,1.0,5,5
prediction,2,293,9.0,4,5
prediction,2,275,8.0,4,5
prediction,2,257,7.0,4,5
prediction,2,238,6.0,4,5
prediction,2,216,5.0,4,5
prediction,2,193,4.0,4,5
prediction,2,166,3.0,4,5
prediction,2,134,2.0,4,5
prediction,2,93,1.0,4,5
prediction,2,88,9.1,3,5
prediction,2,82,8.0,3,5
prediction,2,76,6.9,3,5
prediction,2,70,6.0,3,5
prediction,2,64,5.1,3,5
prediction,2,56,4.0,3,5
prediction,2,48,3.0,3,5
prediction,2,38,2.0,3,5
prediction,2,25,1.0,3,5
prediction,2,23,8.8,2,5
prediction,2,22,8.2,2,5
prediction,2,20,7.0,2,5
prediction,2,18,6.0,2,5
prediction,2,16,5.0,2,5
prediction,2,14,4.1,2,5
prediction,2,11,2.9,2,5
prediction,2,8,1.9,2,5
prediction,2,5,1.0,2,5
prediction,2,4,7.7,1,5
prediction,2,3,5.5,1,5
prediction,2,2,3.5,1,5
prediction,2,1,1.7,1,5
prediction,3,10560,2.2,8,5
prediction,3,10231,2.1,8,5
prediction,3,9891,2.0,8,5
prediction,3,9539,1.8,8,5
prediction,3,9173,1.7,8,5
prediction,3,8792,1.5,8,5
prediction,3,8394,1.4,8,5
prediction,3,7976,1.3,8,5
prediction,3,7535,1.1,8,5
prediction,3,7067,1.0,8,5
prediction,3,6704,9.0,7,5
prediction,3,6320,8.0,7,5
prediction,3,5912,7.0,7,5
prediction,3,5473,6.0,7,5
prediction,3,4996,5.0,7,5
prediction,3,4468,4.0,7,5
prediction,3,3868,3.0,7,5
prediction,3,3158,2.0,7,5
prediction,3,2232,1.0,7,5
prediction,3,2117,9.0,6,5
prediction,3,1996,8.0,6,5
prediction,3,1866,7.0,6,5
prediction,3,1728,6.0,6,5
prediction,3,1577,5.0,6,5
prediction,3,1410,4.0,6,5
prediction,3,1220,3.0,6,5
prediction,3,996,2.0,6,5
prediction,3,703,1.0,6,5
prediction,3,666,9.0,5,5
prediction,3,628,8.0,5,5
prediction,3,587,7.0,5,5
prediction,3,543,6.0,5,5
prediction,3,496,5.0,5,5
prediction,3,443,4.0,5,5
prediction,3,383,3.0,5,5
prediction,3,312,2.0,5,5
prediction,3,219,1.0,5,5
prediction,3,208,9.0,4,5
prediction,3,196,8.0,4,5
prediction,3,183,7.0,4,5
prediction,3,169,6.0,4,5
prediction,3,154,5.0,4,5
prediction,3,137,4.0,4,5
prediction,3,118,3.0,4,5
prediction,3,96,2.0,4,5
prediction,3,66,9.9,3,5
prediction,3,63,9.1,3,5
prediction,3,59,8.0,3,5
prediction,3,55,7.0,3,5
prediction,3,50,5.9,3,5
prediction,3,46,5.1,3,5
prediction,3,40,3.9,3,5
prediction,3,34,2.9,3,5
prediction,3,27,1.9,3,5
prediction,3,18,9.7,2,5
prediction,3,17,8.8,2,5
prediction,3,16,8.0,2,5
prediction,3,15,7.2,2,5
prediction,3,13,5.7,2,5
prediction,3,12,5.0,2,5
prediction,3,10,3.8,2,5
prediction,3,9,3.2,2,5
prediction,3,6,1.8,2,5
prediction,3,4,1.1,2,5
prediction,3,3,7.3,1,5
prediction,3,2,4.5,1,5
prediction,3,1,2.1,1,5
prediction,4,8576,2.2,8,5
prediction,4,8311,2.1,8,5
prediction,4,8038,1.9,8,5
prediction,4,7754,1.8,8,5
prediction,4,7460,1.7,8,5
prediction,4,7154,1.5,8,5
prediction,4,6834,1.4,8,5
prediction,4,6499,1.3,8,5
prediction,4,6145,1.1,8,5
prediction,4,5770,1.0,8,5
prediction,4,5474,9.0,7,5
prediction,4,5160,8.0,7,5
prediction,4,4827,7.0,7,5
prediction,4,4469,6.0,7,5
prediction,4,4079,5.0,7,5
prediction,4,3648,4.0,7,5
prediction,4,3159,3.0,7,5
prediction,4,2578,2.0,7,5
prediction,4,1822,1.0,7,5
prediction,4,1729,9.0,6,5
prediction,4,1629,8.0,6,5
prediction,4,1524,7.0,6,5
prediction,4,1411,6.0,6,5
prediction,4,1287,5.0,6,5
prediction,4,1151,4.0,6,5
prediction,4,997,3.0,6,5
prediction,4,813,2.0,6,5
prediction,4,574,1.0,6,5
prediction,4,544,9.0,5,5
prediction,4,513,8.0,5,5
prediction,4,480,7.0,5,5
prediction,4,444,6.0,5,5
prediction,4,405,5.0,5,5
prediction,4,362,4.0,5,5
prediction,4,313,3.0,5,5
prediction,4,255,2.0,5,5
prediction,4,179,1.0,5,5
prediction,4,170,9.0,4,5
prediction,4,160,8.0,4,5
prediction,4,149,7.0,4,5
prediction,4,138,6.0,4,5
prediction,4,126,5.0,4,5
prediction,4,112,4.0,4,5
prediction,4,97,3.0,4,5
prediction,4,78,2.0,4,5
prediction,4,54,9.9,3,5
prediction,4,51,8.9,3,5
prediction,4,48,7.9,3,5
prediction,4,45,7.0,3,5
prediction,4,41,5.9,3,5
prediction,4,37,4.9,3,5
prediction,4,33,4.0,3,5
prediction,4,28,2.9,3,5
prediction,4,23,2.1,3,5
prediction,4,15,9.9,2,5
prediction,4,14,8.8,2,5
prediction,4,13,7.8,2,5
prediction,4,12,6.8,2,5
prediction,4,11,6.0,2,5
prediction,4,10,5.1,2,5
prediction,4,9,4.3,2,5
prediction,4,7,3.0,2,5
prediction,4,5,1.8,2,5
prediction,4,3,9.1,1,5
prediction,4,2,5.5,1,5
prediction,4,1,2.5,1,5
prediction,5,7296,2.1,8,5
prediction,5,7078,2.0,8,5
prediction,5,6852,1.9,8,5
prediction,5,6619,1.8,8,5
prediction,5,6377,1.6,8,5
prediction,5,6126,1.5,8,5
prediction,5,5864,1.4,8,5
prediction,5,5590,1.3,8,5
prediction,5,5302,1.1,8,5
prediction,5,4997,1.0,8,5
prediction,5,4740,9.0,7,5
prediction,5,4469,8.0,7,5
prediction,5,4180,7.0,7,5
prediction,5,3870,6.0,7,5
prediction,5,3533,5.0,7,5
prediction,5,3159,4.0,7,5
prediction,5,2736,3.0,7,5
prediction,5,2233,2.0,7,5
prediction,5,1578,1.0,7,5
prediction,5,1497,9.0,6,5
prediction,5,1411,8.0,6,5
prediction,5,1320,7.0,6,5
prediction,5,1222,6.0,6,5
prediction,5,1115,5.0,6,5
prediction,5,997,4.0,6,5
prediction,5,863,3.0,6,5
prediction,5,704,2.0,6,5
prediction,5,497,1.0,6,5
prediction,5,471,9.0,5,5
prediction,5,444,8.0,5,5
prediction,5,415,7.0,5,5
prediction,5,384,6.0,5,5
prediction,5,351,5.0,5,5
prediction,5,313,4.0,5,5
prediction,5,271,3.0,5,5
prediction,5,221,2.0,5,5
prediction,5,155,1.0,5,5
prediction,5,147,9.0,4,5
prediction,5,138,7.9,4,5
prediction,5,129,7.0,4,5
prediction,5,120,6.0,4,5
prediction,5,109,5.0,4,5
prediction,5,97,4.0,4,5
prediction,5,84,3.0,4,5
prediction,5,68,2.0,4,5
prediction,5,47,1.0,4,5
prediction,5,45,9.2,3,5
prediction,5,42,8.1,3,5
prediction,5,39,7.0,3,5
prediction,5,36,6.0,3,5
prediction,5,32,4.9,3,5
prediction,5,29,4.1,3,5
prediction,5,25,3.1,3,5
prediction,5,20,2.1,3,5
prediction,5,13,9.9,2,5
prediction,5,12,8.7,2,5
prediction,5,11,7.5,2,5
prediction,5,10,6.4,2,5
prediction,5,9,5.4,2,5
prediction,5,7,3.6,2,5
prediction,5,6,2.9,2,5
prediction,5,5,2.2,2,5
prediction,5,3,1.1,2,5
prediction,5,2,6.5,1,5
prediction,5,1,2.9,1,5
prediction,6,6400,2.0,8,5
prediction,6,6215,1.9,8,5
prediction,6,6025,1.8,8,5
prediction,6,5828,1.7,8,5
prediction,6,5624,1.6,8,5
prediction,6,5413,1.5,8,5
prediction,6,5193,1.3,8,5
prediction,6,4964,1.2,8,5
prediction,6,4723,1.1,8,5
prediction,6,4469,1.0,8,5
prediction,6,4240,9.0,7,5
prediction,6,3997,8.0,7,5
prediction,6,3739,7.0,7,5
prediction,6,3461,6.0,7,5
prediction,6,3160,5.0,7,5
prediction,6,2826,4.0,7,5
prediction,6,2447,3.0,7,5
prediction,6,1997,2.0,7,5
prediction,6,1412,1.0,7,5
prediction,6,1339,9.0,6,5
prediction,6,1262,8.0,6,5
prediction,6,1181,7.0,6,5
prediction,6,1093,6.0,6,5
prediction,6,997,5.0,6,5
prediction,6,892,4.0,6,5
prediction,6,772,3.0,6,5
prediction,6,630,2.0,6,5
prediction,6,445,1.0,6,5
prediction,6,422,9.0,5,5
prediction,6,397,8.0,5,5
prediction,6,371,7.0,5,5
prediction,6,344,6.0,5,5
prediction,6,314,5.0,5,5
prediction,6,280,4.0,5,5
prediction,6,242,3.0,5,5
prediction,6,197,2.0,5,5
prediction,6,139,1.0,5,5
prediction,6,131,8.9,4,5
prediction,6,124,8.0,4,5
prediction,6,116,7.0,4,5
prediction,6,107,6.0,4,5
prediction,6,97,5.0,4,5
prediction,6,87,4.0,4,5
prediction,6,75,3.0,4,5
prediction,6,61,2.0,4,5
prediction,6,42,1.0,4,5
prediction,6,40,9.1,3,5
prediction,6,37,7.8,3,5
prediction,6,35,7.1,3,5
prediction,6,32,6.0,3,5
prediction,6,29,5.0,3,5
prediction,6,26,4.1,3,5
prediction,6,22,3.0,3,5
prediction,6,17,1.9,3,5
prediction,6,12,1.0,3,5
prediction,6,11,9.0,2,5
prediction,6,10,7.7,2,5
prediction,6,9,6.5,2,5
prediction,6,8,5.4,2,5
prediction,6,7,4.3,2,5
prediction,6,5,2.6,2,5
prediction,6,4,1.9,2,5
prediction,6,2,7.5,1,5
prediction,6,1,3.3,1,5
prediction,7,5760,2.0,8,5
prediction,7,5598,1.9,8,5
prediction,7,5432,1.8,8,5
prediction,7,5260,1.7,8,5
prediction,7,5082,1.6,8,5
prediction,7,4898,1.4,8,5
prediction,7,4707,1.3,8,5
prediction,7,4508,1.2,8,5
prediction,7,4299,1.1,8,5
prediction,7,4080,1.0,8,5
prediction,7,3870,9.0,7,5
prediction,7,3649,8.0,7,5
prediction,7,3413,7.0,7,5
prediction,7,3160,6.0,7,5
prediction,7,2884,5.0,7,5
prediction,7,2579,4.0,7,5
prediction,7,2234,3.0,7,5
prediction,7,1823,2.0,7,5
prediction,7,1288,1.0,7,5
prediction,7,1222,9.0,6,5
prediction,7,1152,8.0,6,5
