task,depth,candidate_index,width,architecture,parameter_count,log10_parameter_count,selected_for_run
anomaly,7,34,567,"[567, 567, 567, 567, 567, 567, 567]",2002131,6.301492,True
anomaly,7,35,696,"[696, 696, 696, 696, 696, 696, 696]",2996334,6.47659,True
anomaly,7,36,806,"[806, 806, 806, 806, 806, 806, 806]",4001844,6.60226,True
anomaly,7,37,902,"[902, 902, 902, 902, 902, 902, 902]",4998036,6.698799,True
anomaly,7,38,989,"[989, 989, 989, 989, 989, 989, 989]",5996361,6.777888,True
anomaly,7,39,1069,"[1069, 1069, 1069, 1069, 1069, 1069, 1069]",6994521,6.844758,True
anomaly,7,40,1144,"[1144, 1144, 1144, 1144, 1144, 1144, 1144]",8000046,6.903092,True
anomaly,7,41,1214,"[1214, 1214, 1214, 1214, 1214, 1214, 1214]",8999436,6.954215,True
anomaly,7,42,1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,6.999808,True
anomaly,7,43,1815,"[1815, 1815, 1815, 1815, 1815, 1815, 1815]",19999539,7.30102,True
anomaly,7,44,2225,"[2225, 2225, 2225, 2225, 2225, 2225, 2225]",29990829,7.476988,True
anomaly,7,45,2571,"[2571, 2571, 2571, 2571, 2571, 2571, 2571]",39991959,7.601973,True
anomaly,7,46,2876,"[2876, 2876, 2876, 2876, 2876, 2876, 2876]",49999314,7.698964,True
anomaly,7,47,3152,"[3152, 3152, 3152, 3152, 3152, 3152, 3152]",60017286,7.778276,True
anomaly,7,48,3405,"[3405, 3405, 3405, 3405, 3405, 3405, 3405]",70003449,7.845119,True
anomaly,7,49,3641,"[3641, 3641, 3641, 3641, 3641, 3641, 3641]",80011029,7.90315,True
anomaly,7,50,3862,"[3862, 3862, 3862, 3862, 3862, 3862, 3862]",89988516,7.954187,True
anomaly,7,51,4072,"[4072, 4072, 4072, 4072, 4072, 4072, 4072]",100012446,8.000054,True
anomaly,7,52,4292,"[4292, 4292, 4292, 4292, 4292, 4292, 4292]",111081306,8.045641,True
anomaly,7,53,4502,"[4502, 4502, 4502, 4502, 4502, 4502, 4502]",122188836,8.087032,True
anomaly,7,54,4702,"[4702, 4702, 4702, 4702, 4702, 4702, 4702]",133259436,8.124698,True
anomaly,7,55,4894,"[4894, 4894, 4894, 4894, 4894, 4894, 4894]",144338796,8.159383,True
anomaly,7,56,5079,"[5079, 5079, 5079, 5079, 5079, 5079, 5079]",155432691,8.191542,True
anomaly,7,57,5258,"[5258, 5258, 5258, 5258, 5258, 5258, 5258]",166557720,8.221565,True
anomaly,7,58,5430,"[5430, 5430, 5430, 5430, 5430, 5430, 5430]",177609924,8.249467,True
anomaly,7,59,5598,"[5598, 5598, 5598, 5598, 5598, 5598, 5598]",188747820,8.275882,True
anomaly,7,60,5760,"[5760, 5760, 5760, 5760, 5760, 5760, 5760]",199808694,8.300614,True
anomaly,8,1,1,"[1, 1, 1, 1, 1, 1, 1, 1]",193,2.285557,True
anomaly,8,2,2,"[2, 2, 2, 2, 2, 2, 2, 2]",346,2.539076,True
anomaly,8,3,3,"[3, 3, 3, 3, 3, 3, 3, 3]",513,2.710117,True
anomaly,8,4,4,"[4, 4, 4, 4, 4, 4, 4, 4]",694,2.841359,True
anomaly,8,5,5,"[5, 5, 5, 5, 5, 5, 5, 5]",889,2.948902,True
anomaly,8,6,6,"[6, 6, 6, 6, 6, 6, 6, 6]",1098,3.040602,True
anomaly,8,7,10,"[10, 10, 10, 10, 10, 10, 10, 10]",2074,3.316809,True
anomaly,8,8,13,"[13, 13, 13, 13, 13, 13, 13, 13]",2953,3.470263,True
anomaly,8,9,16,"[16, 16, 16, 16, 16, 16, 16, 16]",3958,3.597476,True
anomaly,8,10,19,"[19, 19, 19, 19, 19, 19, 19, 19]",5089,3.706632,True
anomaly,8,11,21,"[21, 21, 21, 21, 21, 21, 21, 21]",5913,3.771808,True
anomaly,8,12,23,"[23, 23, 23, 23, 23, 23, 23, 23]",6793,3.832062,True
anomaly,8,13,26,"[26, 26, 26, 26, 26, 26, 26, 26]",8218,3.914766,True
anomaly,8,14,28,"[28, 28, 28, 28, 28, 28, 28, 28]",9238,3.965578,True
anomaly,8,15,29,"[29, 29, 29, 29, 29, 29, 29, 29]",9769,3.98985,True
anomaly,8,16,45,"[45, 45, 45, 45, 45, 45, 45, 45]",20169,4.304684,True
anomaly,8,17,57,"[57, 57, 57, 57, 57, 57, 57, 57]",30321,4.481744,True
anomaly,8,18,67,"[67, 67, 67, 67, 67, 67, 67, 67]",40321,4.605531,True
anomaly,8,19,76,"[76, 76, 76, 76, 76, 76, 76, 76]",50518,4.703446,True
anomaly,8,20,84,"[84, 84, 84, 84, 84, 84, 84, 84]",60534,4.781999,True
anomaly,8,21,91,"[91, 91, 91, 91, 91, 91, 91, 91]",70033,4.845303,True
anomaly,8,22,98,"[98, 98, 98, 98, 98, 98, 98, 98]",80218,4.904272,True
anomaly,8,23,104,"[104, 104, 104, 104, 104, 104, 104, 104]",89494,4.951794,True
anomaly,8,24,110,"[110, 110, 110, 110, 110, 110, 110, 110]",99274,4.996836,True
anomaly,8,25,160,"[160, 160, 160, 160, 160, 160, 160, 160]",200374,5.301841,True
anomaly,8,26,198,"[198, 198, 198, 198, 198, 198, 198, 198]",300618,5.478015,True
anomaly,8,27,230,"[230, 230, 230, 230, 230, 230, 230, 230]",400714,5.602835,True
anomaly,8,28,258,"[258, 258, 258, 258, 258, 258, 258, 258]",500058,5.69902,True
anomaly,8,29,283,"[283, 283, 283, 283, 283, 283, 283, 283]",598033,5.776725,True
anomaly,8,30,307,"[307, 307, 307, 307, 307, 307, 307, 307]",700321,5.845297,True
anomaly,8,31,329,"[329, 329, 329, 329, 329, 329, 329, 329]",801169,5.903724,True
anomaly,8,32,349,"[349, 349, 349, 349, 349, 349, 349, 349]",898729,5.953629,True
anomaly,8,33,369,"[369, 369, 369, 369, 369, 369, 369, 369]",1001889,6.00082,True
anomaly,8,34,525,"[525, 525, 525, 525, 525, 525, 525, 525]",1998729,6.300754,True
anomaly,8,35,645,"[645, 645, 645, 645, 645, 645, 645, 645]",2997369,6.47674,True
anomaly,8,36,747,"[747, 747, 747, 747, 747, 747, 747, 747]",4004721,6.602572,True
anomaly,8,37,836,"[836, 836, 836, 836, 836, 836, 836, 836]",5002678,6.699203,True
anomaly,8,38,916,"[916, 916, 916, 916, 916, 916, 916, 916]",5994358,6.777743,True
anomaly,8,39,991,"[991, 991, 991, 991, 991, 991, 991, 991]",7005433,6.845435,True
anomaly,8,40,1060,"[1060, 1060, 1060, 1060, 1060, 1060, 1060, 1060]",8005174,6.903371,True
anomaly,8,41,1125,"[1125, 1125, 1125, 1125, 1125, 1125, 1125, 1125]",9007929,6.954625,True
anomaly,8,42,1186,"[1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186]",10002778,7.000121,True
anomaly,8,43,1681,"[1681, 1681, 1681, 1681, 1681, 1681, 1681, 1681]",20002273,7.301079,True
anomaly,8,44,2061,"[2061, 2061, 2061, 2061, 2061, 2061, 2061, 2061]",30006153,7.47721,True
anomaly,8,45,2381,"[2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381]",39998473,7.602043,True
anomaly,8,46,2663,"[2663, 2663, 2663, 2663, 2663, 2663, 2663, 2663]",49992553,7.698905,True
anomaly,8,47,2918,"[2918, 2918, 2918, 2918, 2918, 2918, 2918, 2918]",59988298,7.778067,True
anomaly,8,48,3153,"[3153, 3153, 3153, 3153, 3153, 3153, 3153, 3153]",70006113,7.845136,True
anomaly,8,49,3371,"[3371, 3371, 3371, 3371, 3371, 3371, 3371, 3371]",79990513,7.903038,True
anomaly,8,50,3576,"[3576, 3576, 3576, 3576, 3576, 3576, 3576, 3576]",89986518,7.954177,True
anomaly,8,51,3770,"[3770, 3770, 3770, 3770, 3770, 3770, 3770, 3770]",99987994,7.999948,True
anomaly,8,52,3962,"[3962, 3962, 3962, 3962, 3962, 3962, 3962, 3962]",110405146,8.042989,True
anomaly,8,53,4144,"[4144, 4144, 4144, 4144, 4144, 4144, 4144, 4144]",120756214,8.081909,True
anomaly,8,54,4319,"[4319, 4319, 4319, 4319, 4319, 4319, 4319, 4319]",131146489,8.117757,True
anomaly,8,55,4487,"[4487, 4487, 4487, 4487, 4487, 4487, 4487, 4487]",141524521,8.150832,True
anomaly,8,56,4649,"[4649, 4649, 4649, 4649, 4649, 4649, 4649, 4649]",151906129,8.181575,True
anomaly,8,57,4806,"[4806, 4806, 4806, 4806, 4806, 4806, 4806, 4806]",162317898,8.210366,True
anomaly,8,58,4958,"[4958, 4958, 4958, 4958, 4958, 4958, 4958, 4958]",172726858,8.23736,True
anomaly,8,59,5105,"[5105, 5105, 5105, 5105, 5105, 5105, 5105, 5105]",183101089,8.262691,True
anomaly,8,60,5248,"[5248, 5248, 5248, 5248, 5248, 5248, 5248, 5248]",193483318,8.286644,True
anomaly,9,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",197,2.294466,True
anomaly,9,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",356,2.55145,True
anomaly,9,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",531,2.725095,True
anomaly,9,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4]",722,2.858537,True
anomaly,9,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",929,2.968016,True
anomaly,9,6,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9]",1917,3.282622,True
anomaly,9,7,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13]",3161,3.499824,True
anomaly,9,8,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15]",3879,3.58872,True
anomaly,9,9,18,"[18, 18, 18, 18, 18, 18, 18, 18, 18]",5076,3.705522,True
anomaly,9,10,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20]",5954,3.774809,True
anomaly,9,11,22,"[22, 22, 22, 22, 22, 22, 22, 22, 22]",6896,3.838597,True
anomaly,9,12,24,"[24, 24, 24, 24, 24, 24, 24, 24, 24]",7902,3.897737,True
anomaly,9,13,26,"[26, 26, 26, 26, 26, 26, 26, 26, 26]",8972,3.952889,True
anomaly,9,14,28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,4.004579,True
anomaly,9,15,42,"[42, 42, 42, 42, 42, 42, 42, 42, 42]",19836,4.297454,True
anomaly,9,16,53,"[53, 53, 53, 53, 53, 53, 53, 53, 53]",29681,4.472479,True
anomaly,9,17,63,"[63, 63, 63, 63, 63, 63, 63, 63, 63]",40311,4.605424,True
anomaly,9,18,71,"[71, 71, 71, 71, 71, 71, 71, 71, 71]",49967,4.698683,True
anomaly,9,19,79,"[79, 79, 79, 79, 79, 79, 79, 79, 79]",60647,4.782809,True
anomaly,9,20,85,"[85, 85, 85, 85, 85, 85, 85, 85, 85]",69329,4.840915,True
anomaly,9,21,92,"[92, 92, 92, 92, 92, 92, 92, 92, 92]",80186,4.904099,True
anomaly,9,22,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98]",90116,4.954802,True
anomaly,9,23,104,"[104, 104, 104, 104, 104, 104, 104, 104, 104]",100622,5.002693,True
anomaly,9,24,150,"[150, 150, 150, 150, 150, 150, 150, 150, 150]",200304,5.30169,True
anomaly,9,25,185,"[185, 185, 185, 185, 185, 185, 185, 185, 185]",298829,5.475423,True
anomaly,9,26,215,"[215, 215, 215, 215, 215, 215, 215, 215, 215]",398879,5.600841,True
anomaly,9,27,242,"[242, 242, 242, 242, 242, 242, 242, 242, 242]",501236,5.700042,True
anomaly,9,28,266,"[266, 266, 266, 266, 266, 266, 266, 266, 266]",602012,5.779605,True
anomaly,9,29,287,"[287, 287, 287, 287, 287, 287, 287, 287, 287]",697751,5.8437,True
anomaly,9,30,308,"[308, 308, 308, 308, 308, 308, 308, 308, 308]",800546,5.903386,True
anomaly,9,31,327,"[327, 327, 327, 327, 327, 327, 327, 327, 327]",899631,5.954064,True
anomaly,9,32,345,"[345, 345, 345, 345, 345, 345, 345, 345, 345]",998829,5.999491,True
anomaly,9,33,492,"[492, 492, 492, 492, 492, 492, 492, 492, 492]",2002986,6.301678,True
anomaly,9,34,604,"[604, 604, 604, 604, 604, 604, 604, 604, 604]",3000122,6.477139,True
anomaly,9,35,699,"[699, 699, 699, 699, 699, 699, 699, 699, 699]",4003227,6.60241,True
anomaly,9,36,782,"[782, 782, 782, 782, 782, 782, 782, 782, 782]",4997816,6.69878,True
anomaly,9,37,858,"[858, 858, 858, 858, 858, 858, 858, 858, 858]",6005196,6.778527,True
anomaly,9,38,927,"[927, 927, 927, 927, 927, 927, 927, 927, 927]",6999831,6.845088,True
anomaly,9,39,992,"[992, 992, 992, 992, 992, 992, 992, 992, 992]",8006486,6.903442,True
anomaly,9,40,1052,"[1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052]",8995706,6.954035,True
anomaly,9,41,1110,"[1110, 1110, 1110, 1110, 1110, 1110, 1110, 1110, 1110]",10006704,7.000291,True
anomaly,9,42,1573,"[1573, 1573, 1573, 1573, 1573, 1573, 1573, 1573, 1573]",20007041,7.301183,True
anomaly,9,43,1928,"[1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928, 1928]",29997806,7.477089,True
anomaly,9,44,2228,"[2228, 2228, 2228, 2228, 2228, 2228, 2228, 2228, 2228]",40012706,7.602198,True
anomaly,9,45,2492,"[2492, 2492, 2492, 2492, 2492, 2492, 2492, 2492, 2492]",50016986,7.699118,True
anomaly,9,46,2730,"[2730, 2730, 2730, 2730, 2730, 2730, 2730, 2730, 2730]",59991804,7.778092,True
anomaly,9,47,2950,"[2950, 2950, 2950, 2950, 2950, 2950, 2950, 2950, 2950]",70018304,7.845212,True
anomaly,9,48,3154,"[3154, 3154, 3154, 3154, 3154, 3154, 3154, 3154, 3154]",80007572,7.903131,True
anomaly,9,49,3346,"[3346, 3346, 3346, 3346, 3346, 3346, 3346, 3346, 3346]",90017492,7.954327,True
anomaly,9,50,3527,"[3527, 3527, 3527, 3527, 3527, 3527, 3527, 3527, 3527]",99994031,7.999974,True
anomaly,9,51,3700,"[3700, 3700, 3700, 3700, 3700, 3700, 3700, 3700, 3700]",110019554,8.04147,True
anomaly,9,52,3864,"[3864, 3864, 3864, 3864, 3864, 3864, 3864, 3864, 3864]",119965662,8.079057,True
anomaly,9,53,4022,"[4022, 4022, 4022, 4022, 4022, 4022, 4022, 4022, 4022]",129954896,8.113793,True
anomaly,9,54,4174,"[4174, 4174, 4174, 4174, 4174, 4174, 4174, 4174, 4174]",139941752,8.145947,True
anomaly,9,55,4321,"[4321, 4321, 4321, 4321, 4321, 4321, 4321, 4321, 4321]",149951717,8.175951,True
anomaly,9,56,4463,"[4463, 4463, 4463, 4463, 4463, 4463, 4463, 4463, 4463]",159949511,8.203983,True
anomaly,9,57,4601,"[4601, 4601, 4601, 4601, 4601, 4601, 4601, 4601, 4601]",169974797,8.230385,True
anomaly,9,58,4734,"[4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734]",179925192,8.255092,True
anomaly,9,59,4864,"[4864, 4864, 4864, 4864, 4864, 4864, 4864, 4864, 4864]",189924662,8.278581,True
anomaly,10,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",201,2.303196,True
anomaly,10,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",366,2.563481,True
anomaly,10,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",549,2.739572,True
anomaly,10,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",750,2.875061,True
anomaly,10,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",969,2.986324,True
anomaly,10,6,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",2025,3.306425,True
anomaly,10,7,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",3006,3.477989,True
anomaly,10,8,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",4149,3.617943,True
anomaly,10,9,17,"[17, 17, 17, 17, 17, 17, 17, 17, 17, 17]",5001,3.699057,True
anomaly,10,10,19,"[19, 19, 19, 19, 19, 19, 19, 19, 19, 19]",5925,3.772688,True
anomaly,10,11,21,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]",6921,3.840169,True
anomaly,10,12,23,"[23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",7989,3.902492,True
anomaly,10,13,25,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",9129,3.960423,True
anomaly,10,14,26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,3.987934,True
anomaly,10,15,40,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",19974,4.300465,True
anomaly,10,16,51,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",30501,4.484314,True
anomaly,10,17,59,"[59, 59, 59, 59, 59, 59, 59, 59, 59, 59]",39525,4.596872,True
anomaly,10,18,67,"[67, 67, 67, 67, 67, 67, 67, 67, 67, 67]",49701,4.696365,True
anomaly,10,19,74,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",59550,4.774882,True
anomaly,10,20,81,"[81, 81, 81, 81, 81, 81, 81, 81, 81, 81]",70281,4.846838,True
anomaly,10,21,87,"[87, 87, 87, 87, 87, 87, 87, 87, 87, 87]",80181,4.904071,True
anomaly,10,22,93,"[93, 93, 93, 93, 93, 93, 93, 93, 93, 93]",90729,4.957746,True
anomaly,10,23,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 98]",100014,5.000061,True
anomaly,10,24,142,"[142, 142, 142, 142, 142, 142, 142, 142, 142, 142]",201126,5.303468,True
anomaly,10,25,175,"[175, 175, 175, 175, 175, 175, 175, 175, 175, 175]",299829,5.476874,True
anomaly,10,26,203,"[203, 203, 203, 203, 203, 203, 203, 203, 203, 203]",398949,5.600917,True
anomaly,10,27,228,"[228, 228, 228, 228, 228, 228, 228, 228, 228, 228]",499374,5.698426,True
anomaly,10,28,251,"[251, 251, 251, 251, 251, 251, 251, 251, 251, 251]",601701,5.779381,True
anomaly,10,29,271,"[271, 271, 271, 271, 271, 271, 271, 271, 271, 271]",698421,5.844117,True
anomaly,10,30,291,"[291, 291, 291, 291, 291, 291, 291, 291, 291, 291]",802341,5.904359,True
anomaly,10,31,309,"[309, 309, 309, 309, 309, 309, 309, 309, 309, 309]",902025,5.955219,True
anomaly,10,32,326,"[326, 326, 326, 326, 326, 326, 326, 326, 326, 326]",1001526,6.000662,True
anomaly,10,33,464,"[464, 464, 464, 464, 464, 464, 464, 464, 464, 464]",2001750,6.30141,True
anomaly,10,34,570,"[570, 570, 570, 570, 570, 570, 570, 570, 570, 570]",3002814,6.477528,True
anomaly,10,35,659,"[659, 659, 659, 659, 659, 659, 659, 659, 659, 659]",3999525,6.602008,True
anomaly,10,36,738,"[738, 738, 738, 738, 738, 738, 738, 738, 738, 738]",5003694,6.699291,True
anomaly,10,37,809,"[809, 809, 809, 809, 809, 809, 809, 809, 809, 809]",6002025,6.778298,True
anomaly,10,38,874,"[874, 874, 874, 874, 874, 874, 874, 874, 874, 874]",6995550,6.844822,True
anomaly,10,39,935,"[935, 935, 935, 935, 935, 935, 935, 935, 935, 935]",7997109,6.902933,True
anomaly,10,40,992,"[992, 992, 992, 992, 992, 992, 992, 992, 992, 992]",8993526,6.95393,True
anomaly,10,41,1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,6.999628,True
anomaly,10,42,1483,"[1483, 1483, 1483, 1483, 1483, 1483, 1483, 1483, 1483, 1483]",19998309,7.300993,True
anomaly,10,43,1818,"[1818, 1818, 1818, 1818, 1818, 1818, 1818, 1818, 1818, 1818]",29997054,7.477079,True
anomaly,10,44,2101,"[2101, 2101, 2101, 2101, 2101, 2101, 2101, 2101, 2101, 2101]",40017801,7.602253,True
anomaly,10,45,2349,"[2349, 2349, 2349, 2349, 2349, 2349, 2349, 2349, 2349, 2349]",49984425,7.698835,True
anomaly,10,46,2574,"[2574, 2574, 2574, 2574, 2574, 2574, 2574, 2574, 2574, 2574]",59984550,7.778039,True
anomaly,10,47,2781,"[2781, 2781, 2781, 2781, 2781, 2781, 2781, 2781, 2781, 2781]",69989481,7.845033,True
anomaly,10,48,2974,"[2974, 2974, 2974, 2974, 2974, 2974, 2974, 2974, 2974, 2974]",80012550,7.903158,True
anomaly,10,49,3155,"[3155, 3155, 3155, 3155, 3155, 3155, 3155, 3155, 3155, 3155]",90021669,7.954347,True
anomaly,10,50,3326,"[3326, 3326, 3326, 3326, 3326, 3326, 3326, 3326, 3326, 3326]",100019526,8.000085,True
anomaly,10,51,3464,"[3464, 3464, 3464, 3464, 3464, 3464, 3464, 3464, 3464, 3464]",108471750,8.035317,True
anomaly,10,52,3597,"[3597, 3597, 3597, 3597, 3597, 3597, 3597, 3597, 3597, 3597]",116942121,8.067971,True
anomaly,10,53,3725,"[3725, 3725, 3725, 3725, 3725, 3725, 3725, 3725, 3725, 3725]",125394729,8.098279,True
anomaly,10,54,3849,"[3849, 3849, 3849, 3849, 3849, 3849, 3849, 3849, 3849, 3849]",133864425,8.126665,True
anomaly,10,55,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",142252854,8.153061,True
anomaly,10,56,4085,"[4085, 4085, 4085, 4085, 4085, 4085, 4085, 4085, 4085, 4085]",150748809,8.178254,True
anomaly,10,57,4198,"[4198, 4198, 4198, 4198, 4198, 4198, 4198, 4198, 4198, 4198]",159188214,8.201911,True
anomaly,10,58,4308,"[4308, 4308, 4308, 4308, 4308, 4308, 4308, 4308, 4308, 4308]",167624334,8.224337,True
anomaly,10,59,4416,"[4416, 4416, 4416, 4416, 4416, 4416, 4416, 4416, 4416, 4416]",176118966,8.245806,True
